NAME	Tissue	Cancer Type	Cancer Subtype	Sample Gender
SNU503_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU520_STOMACH	STOMACH	carcinoma	NS	F
SNU5_STOMACH	STOMACH	carcinoma	undifferentiated_adenocarcinoma	F
SNU601_STOMACH	STOMACH	carcinoma	NS	M
SNU61_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU620_STOMACH	STOMACH	carcinoma	NS	F
SNU626_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
SNU668_STOMACH	STOMACH	carcinoma	signet_ring_adenocarcinoma	M
SNU685_ENDOMETRIUM	ENDOMETRIUM	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	F
SNU719_STOMACH	STOMACH	carcinoma	NS	M
SNU738_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	oligodendroglioma	M
SNU761_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU81_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU840_OVARY	OVARY	carcinoma	Brenner_tumour	F
SNU878_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	F
SNU886_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU899_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SNU8_OVARY	OVARY	carcinoma	adenocarcinoma	F
SNUC1_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SNUC2A_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SNUC4_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SNUC5_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SQ1_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	M
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Burkitt_lymphoma	F
SU8686_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	F
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	M
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	F
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
SUIT2_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	M
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Hodgkin_lymphoma	M
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	F
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified	M
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	M
SW1088_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	NS	M
SW1116_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SW1271_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
SW1353_BONE	BONE	chondrosarcoma	NS	F
SW1417_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SW1463_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SW1573_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	F
SW1710_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	F
SW1783_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_III	M
SW1990_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
SW403_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SW480_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SW48_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
SW579_THYROID	THYROID	carcinoma	anaplastic_carcinoma	M
SW620_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SW780_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	F
SW837_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SW900_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
SW948_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	F
T173_BONE	BONE	osteosarcoma	NS	
T24_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	F
T3M4_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
T47D_BREAST	BREAST	carcinoma	ductal_carcinoma	F
T84_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
T98G_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	M
TC71_BONE	BONE	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	M
TCCPAN2_PANCREAS	PANCREAS	carcinoma	NS	F
TCCSUP_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	F
TE10_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE11_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE125T_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	NS	F
TE14_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE159T_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	NS	M
TE15_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	F
TE1_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	M
TE441T_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	NS	F
TE4_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE5_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE617T_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	NS	F
TE6_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE8_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	
TE9_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	M
TEN_ENDOMETRIUM	ENDOMETRIUM	carcinoma	clear_cell_carcinoma	F
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
TGBC11TKB_STOMACH	STOMACH	carcinoma	NS	
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
TM31_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Hodgkin_lymphoma	M
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	F
TOV112D_OVARY	OVARY	carcinoma	endometrioid_carcinoma	F
TOV21G_OVARY	OVARY	carcinoma	clear_cell_carcinoma	F
TT2609C02_THYROID	THYROID	carcinoma	follicular_carcinoma	M
TT_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	M
TT_THYROID	THYROID	carcinoma	medullary_carcinoma	F
TUHR10TKB_KIDNEY	KIDNEY	carcinoma	NS	
TUHR14TKB_KIDNEY	KIDNEY	carcinoma	NS	
TUHR4TKB_KIDNEY	KIDNEY	carcinoma	NS	
TYKNU_OVARY	OVARY	carcinoma	undifferentiated_carcinoma	F
U118MG_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	M
U138MG_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	M
U251MG_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	M
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	M
U2OS_BONE	BONE	osteosarcoma	NS	F
U87MG_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	F
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
UACC257_SKIN	SKIN	malignant_melanoma	NS	
UACC62_SKIN	SKIN	malignant_melanoma	NS	
UACC812_BREAST	BREAST	carcinoma	ductal_carcinoma	F
UACC893_BREAST	BREAST	carcinoma	ductal_carcinoma	F
UMUC1_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	M
UMUC3_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	M
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
VCAP_PROSTATE	PROSTATE	carcinoma	adenocarcinoma	M
VMCUB1_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	M
VMRCLCD_LUNG	LUNG	carcinoma	adenocarcinoma	M
VMRCLCP_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	
VMRCRCW_KIDNEY	KIDNEY	carcinoma	NS	M
VMRCRCZ_KIDNEY	KIDNEY	carcinoma	renal_cell_carcinoma	
WM115_SKIN	SKIN	malignant_melanoma	NS	F
WM1799_SKIN	SKIN	malignant_melanoma	NS	
WM2664_SKIN	SKIN	malignant_melanoma	NS	F
WM793_SKIN	SKIN	malignant_melanoma	NS	
WM88_SKIN	SKIN	malignant_melanoma	NS	
WM983B_SKIN	SKIN	malignant_melanoma	NS	
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
YAPC_PANCREAS	PANCREAS	carcinoma	NS	M
YD10B_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
YD15_SALIVARY_GLAND	SALIVARY_GLAND	carcinoma	mucoepidermoid_carcinoma	M
YD38_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
YD8_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	F
YH13_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
YKG1_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	F
YMB1_BREAST	BREAST	carcinoma	NS	F
ZR751_BREAST	BREAST	carcinoma	ductal_carcinoma	F
ZR7530_BREAST	BREAST	carcinoma	ductal_carcinoma	F
